University_link,University_Name,Location,T.H.E.R (2018),Top.U.R(2018),U.S. News & World Report.R(2018)
https://www.mastersportal.com/universities/13426/national-chung-hsing-university.html,National Chung Hsing University,"Taichung, Taiwan",-,251,-
https://www.mastersportal.com/universities/14531/national-university-of-sciences-and-technology.html,National University of Sciences and Technology,"Karachi, Pakistan",-,251,-
https://www.mastersportal.com/universities/13100/novosibirsk-state-university.html,Novosibirsk State University,"Akademgorodok, Russia",-,251,-
,Pontifical Catholic University of Rio de Janeiro,"Rio de Janeiro, Brazil",-,251,-
,Sogang University,"Seoul, South Korea",-,251,-
https://www.mastersportal.com/universities/14116/university-teknologi-mara.html,University Teknologi Mara,"Seremban, Malaysia",-,251,-
https://www.mastersportal.com/universities/17209/university-teknologi-petronas.html,University Teknologi PETRONAS,"Batu Gajah, Malaysia",-,251,-
https://www.mastersportal.com/universities/13151/university-of-quebec.html,University of Quebec,"Québec, Canada",-,251,-
https://www.mastersportal.com/universities/379/brno-university-of-technology.html,Brno University of Technology,"Brno, Czech Republic",-,301,-
https://www.mastersportal.com/universities/12103/hokkaido-university.html,Hokkaido University,"Sapporo, Japan",-,301,-
https://www.mastersportal.com/universities/13089/kyungpook-national-university.html,Kyungpook National University,"Daegu, South Korea",-,301,-
https://www.mastersportal.com/universities/12878/national-taipei-university-of-technology.html,National Taipei University of Technology,"Taipei, Taiwan",-,301,-
https://www.mastersportal.com/universities/173/oxford-brookes-university.html,Oxford Brookes University,"Oxford, United Kingdom",-,301,-
https://www.mastersportal.com/universities/12901/renmin-university-of-china.html,Renmin University of China,"Beijing, China",-,301,-
https://www.mastersportal.com/universities/13163/university-of-tsukuba.html,University of Tsukuba,"Naka, Japan",-,301,-
https://www.mastersportal.com/universities/383/athens-university-of-economics-and-business.html,Athens University of Economics and Business,"Athens, Greece",-,351,-
https://www.mastersportal.com/universities/13920/chung-ang-university.html,Chung-Ang University,"Seoul, South Korea",-,351,-
https://www.mastersportal.com/universities/149/cranfield-university.html,Cranfield University,"Cranfield, United Kingdom",-,351,-
https://www.mastersportal.com/universities/13059/federico-santa-mara-technical-university.html,Federico Santa María Technical University,"Valparaíso, Chile",-,351,-
https://www.mastersportal.com/universities/12056/georgetown-university.html,Georgetown University,"Washington, D. C., United States",-,351,-
https://www.mastersportal.com/universities/521/goldsmiths-university-of-london.html,"Goldsmiths, University of London","London, United Kingdom",-,351,-
https://www.mastersportal.com/universities/13908/institute-of-technology-bandung.html,Institute of Technology Bandung,"Bandung, Indonesia",-,351,-
https://www.mastersportal.com/universities/192/kingston-university.html,Kingston University,"London Borough of Sutton, United Kingdom",-,351,-
https://www.mastersportal.com/universities/10732/massey-university.html,Massey University,"Palmerston North, New Zealand",-,351,-
https://www.mastersportal.com/universities/12397/national-chung-cheng-university.html,National Chung Cheng University,"Douliu, Taiwan",-,351,-
https://www.mastersportal.com/universities/1448/hse-university.html,HSE University,"Moscow, Russia",-,351,-
https://www.mastersportal.com/universities/9006/the-open-university-uk-undergraduate-programmes.html,The Open University UK Undergraduate Programmes,"Milton Keynes, United Kingdom",-,351,-
https://www.mastersportal.com/universities/13107/pusan-national-university.html,Pusan National University,"Yangsan, South Korea",-,351,-
https://www.mastersportal.com/universities/11937/the-city-university-of-new-york.html,The City University of New York,"New York City, United States",-,351,-
https://www.mastersportal.com/universities/687/frankfurt-university-of-applied-science.html,Frankfurt University of Applied Science,"Frankfurt am Main, Germany",-,351,-
https://www.mastersportal.com/universities/236/university-of-bath.html,University of Bath,"Bath, United Kingdom",-,351,-
https://www.mastersportal.com/universities/12361/university-of-cape-town.html,University of Cape Town,"Cape Town, South Africa",-,351,-
https://www.mastersportal.com/universities/249/university-of-strathclyde.html,University of Strathclyde,"Glasgow, United Kingdom",-,351,-
https://www.mastersportal.com/universities/15708/anna-university.html,Anna University,"Chennai, India",-,401,-
https://www.mastersportal.com/universities/11947/college-of-william-mary.html,College of William & Mary,"Williamsburg, United States",-,401,-
https://www.mastersportal.com/universities/11901/dalhousie-university.html,Dalhousie University,"Halifax, Canada",-,401,-
https://www.mastersportal.com/universities/13055/ewha-womans-university.html,Ewha Womans University,"Seoul, South Korea",-,401,-
,Indian Institute of Technology Guwahati,"Gubbi, India",-,401,-
https://www.mastersportal.com/universities/14977/international-islamic-university-of-malaysia.html,International Islamic University of Malaysia,"Kuala Lumpur, Malaysia",-,401,-
https://www.mastersportal.com/universities/13088/kobe-university.html,Kobe University,"Kobe, Japan",-,401,-
https://www.mastersportal.com/universities/13922/konkuk-university.html,Konkuk University,"Kuri, South Korea",-,401,-
https://www.mastersportal.com/universities/17289/lahore-university-of-management-sciences.html,Lahore University of Management Sciences (LUMS),"Lahore, Pakistan",-,401,-
https://www.mastersportal.com/universities/1682/peter-the-great-st-petersburg-polytechnic-university.html,Peter the Great St. Petersburg Polytechnic University (SPbPU),"Saint Petersburg, Russia",-,401,-
https://www.mastersportal.com/universities/13753/pontifical-catholic-university-of-rio-grande-do-sul.html,Pontifical Catholic University of Rio Grande do Sul,"Porto Alegre, Brazil",-,401,-
,Quaid-i-azam University,"Islamabad, Pakistan",-,401,-
https://www.mastersportal.com/universities/195/universit-della-svizzera-italiana.html,Università della Svizzera italiana (USI),"Lugano, Switzerland",-,401,-
https://www.mastersportal.com/universities/335/panthon-sorbonne-university.html,Panthéon-Sorbonne University,"Paris, France",-,401,-
https://www.mastersportal.com/universities/212/university-of-limerick.html,University of Limerick,"Limerick, Ireland",-,401,-
https://www.mastersportal.com/universities/695/university-of-pavia.html,University of Pavia,"Pavia, Italy",-,401,-
https://www.mastersportal.com/universities/13364/university-of-pretoria.html,University of Pretoria,"Pretoria, South Africa",-,401,-
https://www.mastersportal.com/universities/155/university-of-reading.html,University of Reading,"Reading, United Kingdom",-,401,-
https://www.mastersportal.com/universities/275/university-of-sussex.html,University of Sussex,"Brighton, United Kingdom",-,401,-
https://www.mastersportal.com/universities/13159/university-of-the-andes.html,University of the Andes,"Bogotá, Colombia",-,401,-
https://www.mastersportal.com/universities/11953/western-sydney-university.html,Western Sydney University,"Paramatta, Australia",-,401,-
https://www.mastersportal.com/universities/216/wu.html,WU (Vienna University of Economics and Business),"Vienna, Austria",-,401,-
https://www.mastersportal.com/universities/12848/ajou-university.html,Ajou University,"Suwon, South Korea",-,451,-
https://www.mastersportal.com/universities/13324/american-university-of-beirut.html,American University of Beirut,"Beirut, Lebanon",-,451,-
https://www.mastersportal.com/universities/399/birkbeck-university-of-london.html,"Birkbeck, University of London","London, United Kingdom",-,451,-
,Chungbuk National University,"Wanju, South Korea",-,451,-
https://www.mastersportal.com/universities/127/technological-university-dublin.html,Technological University Dublin,"Dublin, Ireland",-,451,-
https://www.mastersportal.com/universities/11723/emory-university.html,Emory University,"Atlanta, United States",-,451,-
https://www.mastersportal.com/universities/471/etvs-lornd-university.html,Eötvös Loránd University,"Budapest, Hungary",-,451,-
https://www.mastersportal.com/universities/14465/gwangju-institute-of-science-and-technology.html,Gwangju Institute of Science and Technology,"Gwangju, South Korea",-,451,-
https://www.mastersportal.com/universities/903/koc-university.html,Koc University,"Istanbul, Turkey",-,451,-
https://www.mastersportal.com/universities/182/lule-university-of-technology.html,Luleå University of Technology,"Luleå, Sweden",-,451,-
https://www.mastersportal.com/universities/684/university-of-paris.html,University of Paris,"Paris, France",-,451,-
https://www.mastersportal.com/universities/14055/the-universidade-estadual-paulista.html,The Universidade Estadual Paulista (Unesp),"Bauru, Brazil",-,451,-
https://www.mastersportal.com/universities/11805/tufts-university.html,Tufts University,"Medford, United States",-,451,-
https://www.mastersportal.com/universities/13810/universidad-autnoma-de-nuevo-len.html,Universidad Autónoma de Nuevo León,"León, Mexico",-,451,-
https://www.mastersportal.com/universities/15349/university-tenaga-nasional.html,University Tenaga Nasional,"Kampong Baharu Balakong, Malaysia",-,451,-
https://www.mastersportal.com/universities/17258/university-tunku-abdul-rahman.html,University Tunku Abdul Rahman,"Tanjung Tokong, Malaysia",-,451,-
https://www.mastersportal.com/universities/15246/university-utara-malaysia.html,University Utara Malaysia (UUM),"Kuala Lipis, Malaysia",-,451,-
https://www.mastersportal.com/universities/558/university-of-basel.html,University of Basel,"Basel, Switzerland",-,451,-
https://www.mastersportal.com/universities/10755/university-of-guadalajara.html,University of Guadalajara,"Guadalajara, Mexico",-,451,-
https://www.mastersportal.com/universities/9431/university-of-haifa.html,University of Haifa,"Haifa, Israel",-,451,-
https://www.mastersportal.com/universities/12095/university-of-kansas.html,University of Kansas,"Lawrence, United States",-,451,-
https://www.mastersportal.com/universities/12296/university-of-miami.html,University of Miami,"Coral Gables, United States",-,451,-
https://www.mastersportal.com/universities/795/university-of-navarra.html,University of Navarra,"Pamplona, Spain",-,451,-
https://www.mastersportal.com/universities/12136/worcester-polytechnic-institute.html,Worcester Polytechnic Institute,"Worcester, United States",-,451,-
https://www.mastersportal.com/universities/1066/bologna-business-school.html,Bologna Business School,"Bologna, Italy",-,51,-
https://www.mastersportal.com/universities/318/ecole-normale-suprieure.html,Ecole normale supérieure (ENS),"Paris, France",-,51,-
https://www.mastersportal.com/universities/13128/tokyo-institute-of-technology.html,Tokyo Institute of Technology,"Shinagawa-ku, Japan",-,51,-
,"University of California, Irvine Extension","Irvine, United States",-,51,-
,CentraleSupélec,"Gif-sur-Yvette, France",-,-,54
https://www.mastersportal.com/universities/14180/trinity-western-university.html,Trinity Western University,"Walnut Grove, Canada",-,-,194
https://www.mastersportal.com/universities/11000/deakin-university.html,Deakin University,"Burwood, Australia",251,201,146
https://www.mastersportal.com/universities/17168/federal-university-of-toulouse-midi-pyrnes.html,Federal University of Toulouse Midi-Pyrénées,"Toulouse, France",251,-,-
https://www.mastersportal.com/universities/12046/george-washington-university.html,George Washington University,"Washington, D. C., United States",251,351,-
https://www.mastersportal.com/universities/12057/georgia-state-university.html,Georgia State University,"Atlanta, United States",251,-,-
https://www.mastersportal.com/universities/11992/griffith-university.html,Griffith University,"Southport, Australia",251,451,-
https://www.mastersportal.com/universities/13068/huazhong-university-of-science-and-technology.html,Huazhong University of Science and Technology,"Wuhan, China",251,201,9
https://www.mastersportal.com/universities/13073/indian-institute-of-technology-kanpur.html,"Indian Institute of Technology, Kanpur","Nawabganj, India",251,151,-
https://www.mastersportal.com/universities/508/johannes-kepler-university-linz.html,Johannes Kepler University Linz,"Linz, Austria",251,201,-
https://www.mastersportal.com/universities/11313/la-trobe-university.html,La Trobe University,"Melbourne, Australia",251,301,-
https://www.mastersportal.com/universities/11258/lehigh-university.html,Lehigh University,"Bethlehem, United States",251,-,-
https://www.mastersportal.com/universities/228/middlesex-university.html,Middlesex University,"Belsize Park, United Kingdom",251,-,-
https://www.mastersportal.com/universities/1618/monash-university.html,Monash University,"Notting Hill, Australia",251,51,155
https://www.mastersportal.com/universities/12388/national-cheng-kung-university.html,National Cheng Kung University,"Tainan, Taiwan",251,101,83
https://www.mastersportal.com/universities/14011/national-taiwan-university-of-science-and-technology.html,National Taiwan University of Science and Technology (Taiwan Tech),"Taipei, Taiwan",251,101,112
https://www.mastersportal.com/universities/1202/university-of-galway.html,University of Galway,"Galway, Ireland",251,201,-
https://www.mastersportal.com/universities/14/norwegian-university-of-science-and-technology.html,Norwegian University of Science and Technology (NTNU),"Trondheim, Norway",251,201,163
https://www.mastersportal.com/universities/13102/old-dominion-university.html,Old Dominion University,"Norfolk, United States",251,-,-
https://www.mastersportal.com/universities/13221/qatar-university.html,Qatar University,"Umm Salal Mu, Qatar",251,-,-
https://www.mastersportal.com/universities/12324/queens-university.html,Queen's University,"Kingston, Canada",251,151,-
https://www.mastersportal.com/universities/11792/rmit-university.html,RMIT University,"Melbourne, Australia",251,51,-
https://www.mastersportal.com/universities/1000/sabanci-university.html,Sabanci University,"Tuzla, Turkey",251,451,-
https://www.mastersportal.com/universities/60/tu-dortmund-university.html,TU Dortmund University,"Dortmund, Germany",251,201,-
https://www.mastersportal.com/universities/1865/the-open-university-uk.html,The Open University UK,"Milton Keynes, United Kingdom",251,-,-
https://www.mastersportal.com/universities/12396/tohoku-university.html,Tohoku University,"Sendai-shi, Japan",251,151,177
https://www.mastersportal.com/universities/17231/ulsan-national-institute-of-science-and-technology.html,Ulsan National Institute of Science and Technology,"Ulsan, South Korea",251,-,-
https://www.mastersportal.com/universities/16362/institute-for-european-studies-universite-libre-de-bruxelles.html,Institute for European Studies - Universite Libre de Bruxelles,"Brussels, Belgium",251,251,-
https://www.mastersportal.com/universities/11414/the-university-of-alabama.html,The University of Alabama,"Tuscaloosa, United States",251,-,-
https://www.mastersportal.com/universities/113/university-of-antwerp.html,University of Antwerp,"Antwerpen, Belgium",251,301,-
https://www.mastersportal.com/universities/14071/university-of-calabria.html,University of Calabria,"Rende, Italy",251,-,-
,University of Calgary,"Calgary, Canada",251,201,-
https://www.mastersportal.com/universities/1048/university-of-catania.html,University of Catania,"Catania, Italy",251,-,-
https://www.mastersportal.com/universities/599/university-of-coimbra.html,University of Coimbra,"Coimbra, Portugal",251,251,-
https://www.mastersportal.com/universities/13135/university-of-crete.html,University of Crete,"Gazi, Greece",251,-,-
https://www.mastersportal.com/universities/68/university-of-cyprus.html,University of Cyprus,"Nicosia, Cyprus",251,-,-
https://www.mastersportal.com/universities/32/university-of-hamburg.html,University of Hamburg,"Hamburg, Germany",251,301,-
https://www.mastersportal.com/universities/13137/university-of-hawaii-at-manoa.html,University of Hawaii at Manoa,"Honolulu, United States",251,-,-
https://www.mastersportal.com/universities/1388/university-of-jan.html,University of Jaén,"Jaén, Spain",251,-,-
https://www.mastersportal.com/universities/10032/technical-university-of-kaiserslautern.html,Technical University of Kaiserslautern,"Kaiserslautern, Germany",251,-,-
https://www.mastersportal.com/universities/118/university-of-kent.html,University of Kent,"Canterbury, United Kingdom",251,301,-
https://www.mastersportal.com/universities/279/university-of-konstanz.html,University of Konstanz,"Konstanz, Germany",251,401,-
https://www.mastersportal.com/universities/10831/university-of-newcastle.html,University of Newcastle,"Newcastle, Australia",251,201,-
https://www.mastersportal.com/universities/12378/university-of-ottawa.html,University of Ottawa,"Ottawa, Canada",251,251,151
https://www.mastersportal.com/universities/518/university-of-padua.html,University of Padua,"Padua, Italy",251,201,166
https://www.mastersportal.com/universities/697/university-of-parma.html,University of Parma,"Parma, Italy",251,-,-
https://www.mastersportal.com/universities/1108/rovira-i-virgili-university.html,Rovira i Virgili University,"Tarragona, Spain",251,-,-
https://www.mastersportal.com/universities/876/university-of-salerno.html,University of Salerno,"Fisciano, Italy",251,-,-
https://www.mastersportal.com/universities/13122/the-university-of-texas-at-san-antonio.html,The University of Texas at San Antonio,"Helotes, United States",251,-,-
https://www.mastersportal.com/universities/11945/university-of-wollongong.html,University of Wollongong,"Wollongong, Australia",251,201,-
https://www.mastersportal.com/universities/33/utrecht-university.html,Utrecht University,"Utrecht, Netherlands",251,151,-
https://www.mastersportal.com/universities/13164/waseda-university.html,Waseda University,"Nerima, Japan",251,101,-
https://www.mastersportal.com/universities/42/autonomous-university-of-barcelona.html,Autonomous University of Barcelona,"Barcelona, Spain",201,-,-
https://www.mastersportal.com/universities/527/bielefeld-university.html,Bielefeld University,"Bielefeld, Germany",201,401,-
https://www.mastersportal.com/universities/11882/binghamton-university.html,Binghamton University,"Johnson City, United States",201,-,-
https://www.mastersportal.com/universities/460/bogazici-university.html,Bogazici University,"Istanbul, Turkey",201,251,-
https://www.mastersportal.com/universities/9881/brunel-university-london.html,Brunel University London,"Uxbridge, United Kingdom",201,251,157
https://www.mastersportal.com/universities/148/cardiff-university.html,Cardiff University,"Cardiff, United Kingdom",201,201,-
https://www.mastersportal.com/universities/11257/colorado-state-university.html,Colorado State University,"Fort Collins, United States",201,451,-
https://www.mastersportal.com/universities/13056/federal-university-of-minas-gerais.html,Federal University of Minas Gerais,"Belo Horizonte, Brazil",201,151,-
https://www.mastersportal.com/universities/13063/hanyang-university.html,Hanyang University,"Seoul, South Korea",201,101,-
https://www.mastersportal.com/universities/272/heriot-watt-university.html,Heriot-Watt University,"Edinburgh, United Kingdom",201,351,-
https://www.mastersportal.com/universities/12749/hong-kong-baptist-university.html,Hong Kong Baptist University,"Kowloon, Hong Kong (SAR)",201,301,-
https://www.mastersportal.com/universities/13905/indian-institute-of-technology-madras.html,Indian Institute of Technology Madras,"Perungudi, India",201,101,-
https://www.mastersportal.com/universities/12304/kyushu-university.html,Kyushu University,"Fukuoka, Japan",201,151,-
https://www.mastersportal.com/universities/424/leibniz-university-hannover.html,Leibniz University Hannover,"Hannover, Germany",201,451,-
https://www.mastersportal.com/universities/85/maastricht-university.html,Maastricht University,"Maastricht, Netherlands",201,351,-
https://www.mastersportal.com/universities/12883/national-research-nuclear-university-mephi.html,National Research Nuclear University MEPhI,"Razvilka, Russia",201,-,-
https://www.mastersportal.com/universities/11541/new-jersey-institute-of-technology.html,New Jersey Institute of Technology,"Newark, United States",201,-,-
,University of Paris Sud,"Orsay, France",201,251,139
https://www.mastersportal.com/universities/13763/pontifical-catholic-university-of-chile.html,Pontifical Catholic University of Chile,"Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile",201,151,-
https://www.mastersportal.com/universities/12325/rensselaer-polytechnic-institute.html,Rensselaer Polytechnic Institute,"Troy, United States",201,251,-
https://www.mastersportal.com/universities/181/saint-petersburg-university.html,Saint-Petersburg University,"Saint Petersburg, Russia",201,151,-
https://www.mastersportal.com/universities/14513/sejong-university.html,Sejong University,"Kuri, South Korea",201,401,-
https://www.mastersportal.com/universities/12420/southeast-university.html,Southeast University,"Nanjing, China",201,351,20
https://www.mastersportal.com/universities/12110/stevens-institute-of-technology.html,Stevens Institute of Technology,"Hoboken, United States",201,401,-
https://www.mastersportal.com/universities/12201/syracuse-university.html,Syracuse University,"Syracuse, United States",201,351,-
https://www.mastersportal.com/universities/9951/university-of-auckland.html,University of Auckland,"Auckland, New Zealand",201,51,170
https://www.mastersportal.com/universities/1191/university-of-beira-interior.html,University of Beira Interior,"Covilha, Portugal",201,-,-
https://www.mastersportal.com/universities/15/university-of-bergen.html,University of Bergen,"Bergen, Norway",201,301,179
https://www.mastersportal.com/universities/494/university-of-bern.html,University of Bern,"Bern, Switzerland",201,301,-
https://www.mastersportal.com/universities/16220/university-of-cte-dazur.html,University of Côte d'Azur,"Nice, France",201,-,-
https://www.mastersportal.com/universities/620/university-of-essex.html,University of Essex,"Colchester, United Kingdom",201,301,-
https://www.mastersportal.com/universities/12264/university-of-houston.html,University of Houston,"Houston, United States",201,401,163
https://www.mastersportal.com/universities/151/university-of-leeds.html,University of Leeds,"Leeds, United Kingdom",201,251,-
https://www.mastersportal.com/universities/122/university-of-leicester.html,University of Leicester,"Leicester, United Kingdom",201,451,-
https://www.mastersportal.com/universities/754/university-of-liverpool.html,University of Liverpool,"Liverpool, United Kingdom",201,251,-
https://www.mastersportal.com/universities/9513/department-of-computer-science-university-of-liverpool.html,"Department of Computer Science, University of Liverpool","Liverpool, United Kingdom",201,251,-
https://www.mastersportal.com/universities/12070/university-of-mnster.html,University of Münster,"Münster, Germany",201,301,-
https://www.mastersportal.com/universities/13/university-of-oslo.html,University of Oslo,"Oslo, Norway",201,151,173
https://www.mastersportal.com/universities/180/university-of-southern-denmark.html,University of Southern Denmark,"Neder Holluf, Denmark",201,-,-
https://www.mastersportal.com/universities/215/university-of-st-andrews.html,University of St Andrews,"St Andrews, United Kingdom",201,301,-
https://www.mastersportal.com/universities/69/university-of-tartu.html,University of Tartu,"Tartu, Estonia",201,401,-
https://www.mastersportal.com/universities/12023/university-of-texas-at-dallas.html,University of Texas at Dallas,"Richardson, United States",201,301,188
https://www.mastersportal.com/universities/188/university-of-tbingen.html,University of Tübingen,"Tübingen, Germany",201,301,-
https://www.mastersportal.com/universities/367/university-of-warsaw.html,University of Warsaw,"Warsaw, Poland",201,251,-
https://www.mastersportal.com/universities/806/university-of-wrzburg.html,University of Würzburg,"Würzburg, Germany",201,-,-
https://www.mastersportal.com/universities/265/university-of-york.html,University of York,"York, United Kingdom",201,151,-
https://www.mastersportal.com/universities/12672/victoria-university-of-wellington.html,Victoria University of Wellington,"Wellington, New Zealand",201,151,-
https://www.mastersportal.com/universities/11096/washington-state-university.html,Washington State University,"Pullman, United States",201,351,-
https://www.mastersportal.com/universities/12175/wayne-state-university.html,Wayne State University,"Detroit, United States",201,-,-
https://www.mastersportal.com/universities/11946/yonsei-university.html,Yonsei University,"Seoul, South Korea",201,51,108
https://www.mastersportal.com/universities/860/free-university-of-bozen-bolzano.html,Free University of Bozen-Bolzano,"Bolzano - Bozen, Italy",176,-,-
https://www.mastersportal.com/universities/370/graz-university-of-technology.html,Graz University of Technology (TU Graz),"Graz, Austria",176,201,-
https://www.mastersportal.com/universities/11993/iowa-state-university.html,Iowa State University,"Ames, United States",176,301,-
https://www.mastersportal.com/universities/9/linkping-university.html,Linköping University,"Linköping, Sweden",176,251,99
https://www.mastersportal.com/universities/12422/nagoya-university.html,Nagoya University,"Nagoya, Japan",176,251,-
https://www.mastersportal.com/universities/82/radboud-university.html,Radboud University,"Nijmegen, Netherlands",176,351,-
https://www.mastersportal.com/universities/11145/simon-fraser-university.html,Simon Fraser University,"Burnaby, Canada",176,101,135
https://www.mastersportal.com/universities/12217/temple-university.html,Temple University,"Philadelphia, United States",176,451,-
https://www.mastersportal.com/universities/73/trinity-college-dublin.html,Trinity College Dublin,"Dublin, Ireland",176,201,-
https://www.mastersportal.com/universities/13386/university-of-sherbrooke.html,University of Sherbrooke,"Sherbrooke, Canada",176,-,-
https://www.mastersportal.com/universities/595/university-college-dublin.html,University College Dublin,"Dublin, Ireland",176,101,-
,The University of Arizona,"Tucson, United States",176,201,-
https://www.mastersportal.com/universities/40/university-of-bremen.html,University of Bremen,"Bremen, Germany",176,401,-
https://www.mastersportal.com/universities/334/university-of-duisburg-essen.html,University of Duisburg-Essen,"Essen, Germany",176,351,-
https://www.mastersportal.com/universities/554/university-of-gttingen.html,University of Göttingen,"Göttingen, Germany",176,301,-
https://www.mastersportal.com/universities/326/university-of-granada.html,University of Granada,"Granada, Spain",176,251,45
https://www.mastersportal.com/universities/12294/university-of-illinois-at-chicago.html,University of Illinois at Chicago,"Chicago, United States",176,-,-
https://www.mastersportal.com/universities/257/university-of-lige.html,University of Liège,"Liège, Belgium",176,-,-
https://www.mastersportal.com/universities/13166/university-of-macau.html,University of Macau,"Macao, Macao (SAR)",176,-,161
https://www.mastersportal.com/universities/11463/university-of-notre-dame.html,University of Notre Dame,"South Bend, United States",176,301,-
https://www.mastersportal.com/universities/501/university-of-pisa.html,University of Pisa,"Pisa, Italy",176,101,195
https://www.mastersportal.com/universities/12190/university-of-south-australia.html,University of South Australia,"Adelaide, Australia",176,201,-
https://www.mastersportal.com/universities/189/university-of-surrey.html,University of Surrey,"Guildford, United Kingdom",176,251,86
https://www.mastersportal.com/universities/11798/the-university-of-western-australia.html,The University of Western Australia,"Perth, Australia",176,151,-
https://www.mastersportal.com/universities/12164/wuhan-university.html,Wuhan University,"Wuhan, China",176,151,115
https://www.mastersportal.com/universities/9334/bar-ilan-university.html,Bar Ilan University,"Ramat Gan, Israel",151,401,-
https://www.mastersportal.com/universities/31/freie-universitt-berlin.html,Freie Universität Berlin,"Berlin Steglitz, Germany",151,201,-
https://www.mastersportal.com/universities/12058/fudan-university.html,Fudan University,"Shanghai, China",151,51,144
https://www.mastersportal.com/universities/78/ghent-university.html,Ghent University,"Ledeberg, Belgium",151,251,112
https://www.mastersportal.com/universities/13084/king-abdulaziz-university.html,King Abdulaziz University,"Jeddah, Saudi Arabia",151,251,13
,National Chiao Tung University,"Hsinchu, Taiwan",151,101,107
https://www.mastersportal.com/universities/513/queens-university-belfast.html,Queen's University Belfast,"Belfast, United Kingdom",151,251,-
https://www.mastersportal.com/universities/642/sapienza-university-of-rome.html,Sapienza University of Rome,"Roma, Italy",151,51,131
https://www.mastersportal.com/universities/5/stockholm-university.html,Stockholm University,"Bergshamra, Sweden",151,251,-
https://www.mastersportal.com/universities/102/technical-university-of-denmark.html,Technical University of Denmark (DTU),"Copenhagen, Denmark",151,151,144
https://www.mastersportal.com/universities/11780/texas-am-university.html,Texas A&M University,"College Station, United States",151,151,133
https://www.mastersportal.com/universities/50/tu-dresden.html,TU Dresden,"Dresden, Germany",151,151,123
https://www.mastersportal.com/universities/62/ulm-university.html,Ulm University,"Ulm, Germany",151,-,-
https://www.mastersportal.com/universities/738/university-of-aberdeen.html,University of Aberdeen,"Aberdeen, United Kingdom",151,351,-
https://www.mastersportal.com/universities/165/university-of-birmingham.html,University of Birmingham,"Birmingham, United Kingdom",151,101,169
https://www.mastersportal.com/universities/11028/university-of-delaware.html,University of Delaware,"Newark, United States",151,-,-
https://www.mastersportal.com/universities/11356/university-of-florida.html,University of Florida,"Gainesville, United States",151,251,119
https://www.mastersportal.com/universities/519/university-of-innsbruck.html,University of Innsbruck,"Innsbruck, Austria",151,401,-
https://www.mastersportal.com/universities/57/university-of-mannheim.html,University of Mannheim,"Mannheim, Germany",151,-,-
https://www.mastersportal.com/universities/740/university-of-passau.html,University of Passau,"Passau, Germany",151,-,-
https://www.mastersportal.com/universities/484/university-of-vienna.html,University of Vienna,"Vienna, Austria",151,151,-
https://www.mastersportal.com/universities/11/uppsala-university.html,Uppsala University,"Uppsala, Sweden",151,101,-
https://www.mastersportal.com/universities/12028/victoria-university.html,Victoria University,"North Melbourne, Australia",151,351,-
https://www.mastersportal.com/universities/81/vrije-universiteit-amsterdam.html,Vrije Universiteit Amsterdam,"Amsterdam, Netherlands",151,101,187
https://www.mastersportal.com/universities/154/durham-university.html,Durham University,"Durham, United Kingdom",126,351,-
https://www.mastersportal.com/universities/13071/indian-institute-of-technology-bombay.html,"Indian Institute of Technology, Bombay","Powai, India",126,51,-
https://www.mastersportal.com/universities/13072/indian-institute-of-technology-delhi.html,"Indian Institute of Technology, Delhi","New Delhi, India",126,51,132
https://www.mastersportal.com/universities/13074/indian-institute-of-technology-kharagpur.html,"Indian Institute of Technology, Kharagpur","Khargapur, India",126,151,188
https://www.mastersportal.com/universities/13186/korea-university.html,Korea University,"Seoul, South Korea",126,51,98
https://www.mastersportal.com/universities/114/lancaster-university.html,Lancaster University,"Lancaster, United Kingdom",126,101,127
https://www.mastersportal.com/universities/11744/mcmaster-university.html,McMaster University,"Hamilton, Canada",126,201,-
https://www.mastersportal.com/universities/12907/national-tsing-hua-university.html,National Tsing Hua University,"Hsinchu, Taiwan",126,51,148
https://www.mastersportal.com/universities/12091/north-carolina-state-university.html,North Carolina State University,"Raleigh, United States",126,101,192
https://www.mastersportal.com/universities/11238/northeastern-university.html,Northeastern University,"Boston, United States",126,201,-
https://www.mastersportal.com/universities/11757/the-ohio-state-university.html,The Ohio State University,"Upper Arlington, United States",126,101,106
https://www.mastersportal.com/universities/307/royal-holloway-university-of-london.html,Royal Holloway University of London,"London, United Kingdom",126,251,-
https://www.mastersportal.com/universities/61/ruhr-university-bochum.html,Ruhr University Bochum,"Bochum, Germany",126,351,-
https://www.mastersportal.com/universities/605/santanna-school-of-advanced-studies-pisa.html,Sant'Anna School of Advanced Studies Pisa,"Pisa, Italy",126,-,-
https://www.mastersportal.com/universities/941/uclouvain.html,UCLouvain,"Louvain-la-Neuve, Belgium",126,101,-
https://www.mastersportal.com/universities/12111/university-at-buffalo.html,University at Buffalo,"Buffalo, United States",126,351,142
https://www.mastersportal.com/universities/11456/university-of-adelaide.html,University of Adelaide,"Adelaide, Australia",126,101,52
https://www.mastersportal.com/universities/11785/university-of-california-riverside.html,"University of California, Riverside","Riverside, United States",126,251,-
https://www.mastersportal.com/universities/11777/university-of-colorado-at-boulder.html,University of Colorado at Boulder,"Boulder, United States",126,201,-
